University,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Binary,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Outstate_Tier_Encoded_scaled,Private_Binary_scaled,Accept_Rate_scaled
College Misericordia,Yes,1432,888,317,29,58,1121,493,10860,5760,550,900,56.0,62,12.9,23,8604,96,-0.11164460072921918,-0.29437333093609314,-0.38223379599900587,0.3111042691138407,-0.5470496497030413,0.24089897680437952,0.2271631706112,0.12484762634394744,-0.6000443152901559,-1.0928632564596537,-1.252577058052319,-0.24846454923986663,3.1780538303479458,0.05558360510552308,0.6201117318435754,Medium,1,1,-0.1116446007292172,-0.29437333093609364,-0.382233795999006,0.31110426911384037,-0.547049649703041,0.24089897680437955,0.22716317061119942,0.12484762634394629,-0.6000443152901559,-1.0928632564596537,-1.2525770580523192,-0.24846454923986672,0.27817907698770655,0.055583605105503336,-0.1956652640334113,0.6116481628986593,-0.8600512338762641
College of Charleston,No,4772,3140,1265,22,55,6851,1200,6120,3460,666,2316,73.0,78,17.2,18,4776,51,0.9788250272250297,0.9591293741717207,1.029862855784472,-0.12317328725215088,1.1659013070842972,0.8500754625766949,-1.1278526598027132,0.8457052282083818,1.381329488332439,-0.08499874626512405,-0.28426944576076923,0.8104580241478875,2.9444389791664403,-1.7376520069990693,0.6580050293378038,Low,0,0,0.9788250272250317,0.9591293741717202,1.029862855784472,-0.12317328725215122,1.1659013070842974,0.8500754625766949,-1.1278526598027139,0.8457052282083807,1.381329488332439,-0.08499874626512374,-0.2842694457607694,0.8104580241478874,-0.10296257493300559,-1.737652006999089,-1.3358199980626877,-1.634926843008739,-0.6022559484234078
College of Mount St. Joseph,Yes,798,620,238,14,41,1165,1232,9800,4430,400,1150,46.0,46,11.1,35,6889,100,-0.6768331545151879,-0.6714012899352794,-0.71389250914363,-0.7704402004140426,-0.5031687205552792,0.8689292637114593,-0.03558649031423133,-1.0363568533512697,-0.09973731123033648,-1.5661845895855535,-1.890275776642107,-0.7321430991403091,3.58351893845611,-0.5556778402728226,0.7769423558897243,Medium,1,1,-0.6768331545151859,-0.6714012899352799,-0.7138925091436301,-0.7704402004140429,-0.503168720555279,0.8689292637114593,-0.035586490314231924,-1.0363568533512708,-0.0997373112303365,-1.5661845895855535,-1.8902757766421072,-0.7321430991403092,0.9396937038146085,-0.5556778402728424,-0.1956652640334113,0.6116481628986593,0.20689722844440153
College of Mount St. Vincent,Yes,946,648,177,23,46,707,432,11790,5770,500,1000,75.0,77,11.9,35,10015,83,-0.5098943404666029,-0.6245374530628093,-1.072122101553977,-0.05535924019800304,-1.1019422212201713,0.1549457739805092,0.44417119685907663,-0.22765194755775608,-0.38613481378454106,0.05029077019095683,-0.355448756427444,-0.5136535653803216,3.58351893845611,0.4329060113018353,0.6849894291754757,Medium,1,1,-0.5098943404666009,-0.6245374530628098,-1.072122101553977,-0.05535924019800339,-1.101942221220171,0.15494577398050924,0.444171196859076,-0.22765194755775722,-0.38613481378454106,0.05029077019095715,-0.35544875642744417,-0.5136535653803217,0.9396937038146085,0.43290601130181555,-0.1956652640334113,0.6116481628986593,-0.4186759614880882
College of Notre Dame,Yes,344,264,97,11,42,500,331,12600,5520,630,2250,77.0,80,10.4,7,9773,43,-1.5335758766865804,-1.6059414643315832,-1.851519790809205,-1.0862305892526964,-1.5571155483969326,-0.014965314418380936,0.6242116881674813,0.6345677186166279,1.318599998234021,0.18908533721226045,-0.13743121117843274,-0.9284297440073743,2.0794415416798357,0.37419916830886907,0.7674418604651163,High,2,1,-1.5335758766865784,-1.6059414643315837,-1.851519790809205,-1.0862305892526969,-1.5571155483969323,-0.014965314418380917,0.6242116881674807,0.6345677186166268,1.318599998234021,0.18908533721226078,-0.1374312111784329,-0.9284297440073744,-1.5142022737939296,0.3741991683088493,0.944489469995865,0.6116481628986593,0.1422635572706695
College of Notre Dame of Maryland,Yes,457,356,177,35,61,667,1983,11180,5620,600,700,64.0,64,11.5,32,7477,75,-1.2384943309419534,-1.2723737295853002,-1.072122101553977,0.6248724770112384,-1.1760904853781038,1.2185536247512874,0.30316007489096675,0.45042013800044384,-1.1034464070682262,-0.6503199235272579,-1.150695149954312,-0.6221549224859483,3.4965075614664802,-0.3218832866481126,0.7789934354485777,Medium,1,1,-1.2384943309419514,-1.2723737295853006,-1.072122101553977,0.624872477011238,-1.1760904853781036,1.2185536247512874,0.30316007489096614,0.45042013800044267,-1.1034464070682262,-0.6503199235272576,-1.1506951499543123,-0.6221549224859484,0.7977350064372871,-0.32188328664813237,-0.1956652640334113,0.6116481628986593,0.2208511114613565
College of Saint Benedict,Yes,938,864,511,29,62,1715,103,12247,4221,500,600,70.0,88,13.1,26,8847,72,-0.5181785577359307,-0.3227989353064938,0.13900774797960105,0.3111042691138407,-0.08220235129208317,-0.7090196222969712,0.5467108451466183,-0.22765194755775608,-1.4075190656635672,-0.28135254105451407,0.5113500411161866,-0.1964055612111245,3.295836866004329,0.127122755376132,0.9211087420042644,High,2,1,-0.5181785577359287,-0.3227989353064943,0.13900774797960094,0.31110426911384037,-0.08220235129208293,-0.7090196222969712,0.5467108451466177,-0.22765194755775722,-1.4075190656635672,-0.2813525410545138,0.5113500411161864,-0.1964055612111246,0.4703416066867776,0.12712275537611226,0.944489469995865,0.6116481628986593,1.1876884796350717
College of Saint Catherine,Yes,511,411,186,23,51,1692,562,12224,4440,450,1000,63.0,87,11.5,32,7315,77,-1.1241272948358552,-1.1145310945080342,-1.0109877796459912,-0.05535924019800304,-0.09631278496471588,0.32726214434230505,0.5416106950468221,-0.6123645719001103,-0.38613481378454106,-0.7087308284652433,0.4247571133860204,-0.6221549224859483,3.4965075614664802,-0.3833992912707867,0.8043052837573386,High,2,1,-1.1241272948358532,-1.1145310945080347,-1.0109877796459912,-0.05535924019800339,-0.09631278496471564,0.32726214434230505,0.5416106950468216,-0.6123645719001114,-0.38613481378454106,-0.708730828465243,0.42475711338602024,-0.6221549224859484,0.7977350064372871,-0.38339929127080646,0.944489469995865,0.6116481628986593,0.3930524133166591
College of Saint Elizabeth,Yes,444,359,122,34,53,493,968,10900,5250,380,1000,68.0,70,11.4,23,9447,78,-1.2681972664291112,-1.2631105528653797,-1.5458877910713071,0.5755119054420198,-1.5763758540421786,0.6979877648696375,0.2367423431605342,-1.219018233969487,-0.38613481378454106,-0.4078622247453497,-0.813000231361287,-0.6495097517711681,3.1780538303479458,0.29147967712683304,0.8085585585585585,Medium,1,1,-1.2681972664291092,-1.26311055286538,-1.5458877910713071,0.5755119054420195,-1.5763758540421784,0.6979877648696375,0.2367423431605336,-1.2190182339694882,-0.38613481378454106,-0.40786222474534944,-0.8130002313612872,-0.6495097517711682,0.27817907698770655,0.2914796771268133,-0.1956652640334113,0.6116481628986593,0.4219882479891877
College of Saint Rose,Yes,983,664,249,23,57,1698,894,9990,5666,800,1500,66.0,71,14.3,28,6084,64,-0.4725330073326928,-0.5987204650079881,-0.6606440007704016,-0.05535924019800304,-0.0926093909938905,0.6425085370196805,0.012834444117016513,1.5529512055696202,0.45315926745983204,-0.530852785233515,-0.7519129329656916,0.10965673626866995,3.367295829986474,-0.9307217233123705,0.6754832146490336,Medium,1,1,-0.4725330073326908,-0.5987204650079887,-0.6606440007704018,-0.05535924019800339,-0.09260939099389026,0.6425085370196805,0.012834444117015916,1.552951205569619,0.45315926745983204,-0.5308527852335148,-0.7519129329656918,0.10965673626866985,0.5869266073361439,-0.9307217233123902,-0.1956652640334113,0.6116481628986593,-0.48334854079564216
College of Santa Fe,Yes,546,447,189,16,42,873,683,11138,4138,600,1200,40.0,74,14.0,7,8820,80,-1.0567255291101276,-1.0230020454860067,-0.9913639591973423,-0.5869798775002458,-0.8411474762586494,0.45791778864631943,0.2932674394101585,0.45042013800044384,-0.01192172639995694,-1.807313389043056,-0.5601689410611729,0.03411484670810906,2.0794415416798357,0.11932409530303179,0.8186813186813187,Medium,1,1,-1.0567255291101256,-1.0230020454860071,-0.9913639591973424,-0.5869798775002462,-0.8411474762586492,0.45791778864631943,0.29326743941015787,0.45042013800044267,-0.011921726399956959,-1.807313389043056,-0.5601689410611731,0.03411484670810897,-1.5142022737939296,0.11932409530301204,-0.1956652640334113,0.6116481628986593,0.49085530385349235
College of St. Joseph,Yes,141,118,55,12,21,201,173,8300,4850,450,1300,53.0,53,9.5,19,6936,76,-2.500770268816578,-2.539459169235902,-2.655373246618048,-0.9745442422277558,-2.931720516641705,-0.41061601836929995,-0.44138100033953104,-0.6123645719001103,0.15400274948647213,-1.2442020010279624,-1.6485394618909874,-1.1885730412242843,2.995732273553991,-0.5358737358637625,0.8368794326241135,Medium,1,1,-2.5007702688165763,-2.5394591692359025,-2.655373246618048,-0.9745442422277562,-2.9317205166417044,-0.41061601836929995,-0.44138100033953165,-0.6123645719001114,0.1540027494864721,-1.2442020010279624,-1.6485394618909877,-1.1885730412242843,-0.019277779824936125,-0.5358737358637823,-0.1956652640334113,0.6116481628986593,0.6146605224228433
College of St. Scholastica,Yes,672,596,278,29,60,1350,275,11844,3696,450,1146,54.0,76,11.6,33,8996,72,-0.847566932310479,-0.7134080991505426,-0.5323372260606468,0.3111042691138407,-0.33853750764676493,-0.13059967216198548,0.4564216705404015,-0.6123645719001103,-0.10691419298804765,-1.1946436419810287,-0.4251505432433925,-0.5948929901952044,3.5263605246161616,0.16950969813966327,0.8869047619047619,Medium,1,1,-0.847566932310477,-0.7134080991505432,-0.5323372260606469,0.31110426911384037,-0.3385375076467647,-0.13059967216198545,0.4564216705404009,-0.6123645719001114,-0.10691419298804766,-1.1946436419810287,-0.4251505432433927,-0.5948929901952045,0.8464399908680821,0.16950969813964353,-0.1956652640334113,0.6116481628986593,0.9549923197213535
College of the Holy Cross,Yes,2994,1691,659,70,95,2675,22,18000,6300,400,900,92.0,96,11.3,55,12138,95,0.5678096346969719,0.3585690099251669,0.4015504852293055,1.9216951074272555,0.3599931575115136,-1.5116289318468903,1.664419190264745,-1.0363568533512697,-0.6000443152901559,1.341403144864573,1.262771963454847,-0.6769586136955272,4.02535169073515,0.8683066048155846,0.5647962591850367,Very High,3,1,0.5678096346969739,0.3585690099251664,0.40155048522930537,1.921695107427255,0.35999315751151384,-1.5116289318468903,1.6644191902647443,-1.0363568533512708,-0.6000443152901559,1.3414031448645733,1.2627719634548469,-0.6769586136955273,1.66054198989155,0.8683066048155649,2.084644204025141,0.6116481628986593,-1.2363728793107795
College of William and Mary,No,7117,3106,1217,68,88,5186,134,11720,4298,600,800,89.0,92,12.1,31,9534,93,1.320331544274913,0.9487857136017562,0.9943107829834684,1.862706333030635,0.9442097133938403,-0.5595331539118914,0.4282361106548132,0.45042013800044384,-0.8371648052856208,1.0952544342623864,0.8738735783732249,-0.4599386349092556,3.4657359027997265,0.3139807074613189,0.4364198398201489,Medium,1,0,1.320331544274915,0.9487857136017557,0.9943107829834683,1.8627063330306346,0.9442097133938405,-0.5595331539118914,0.4282361106548126,0.45042013800044267,-0.8371648052856208,1.0952544342623869,0.8738735783732247,-0.4599386349092557,0.7475311741155375,0.31398070746129914,-0.1956652640334113,-1.634926843008739,-2.109741993746586
College of Wooster,Yes,2100,1883,553,29,65,1704,1,16240,4690,500,500,84.0,96,11.1,43,14140,69,0.24561753355325963,0.46478315936759435,0.2216333662823015,0.3111042691138407,-0.08892189224381963,-2.7923781072126723,1.351099860700763,-0.22765194755775608,-1.762612679540301,0.7024150564455859,1.262771963454847,-0.7321430991403091,3.784189633918261,1.1832545629154756,0.8966666666666666,High,2,1,0.2456175335532616,0.46478315936759385,0.2216333662823014,0.31110426911384037,-0.0889218922438194,-2.7923781072126723,1.3510998607007623,-0.22765194755775722,-1.762612679540301,0.7024150564455863,1.2627719634548469,-0.7321430991403092,1.2670871035651181,1.1832545629154558,0.944489469995865,0.6116481628986593,1.0214044081663385
Colorado College,Yes,3207,1577,490,56,87,1892,7,17142,4190,450,1200,85.0,97,11.3,51,14664,84,0.6292855247938867,0.28921346609935045,0.09470417682332824,1.4787373823056622,0.019210100353310566,-2.032433876061018,1.5143119970607892,-0.6123645719001103,-0.01192172639995694,0.7792401852307248,1.3641998780964426,-0.6769586136955272,3.9512437185814275,1.254567728641526,0.49173682569379484,Very High,3,1,0.6292855247938887,0.28921346609934995,0.09470417682332813,1.4787373823056618,0.019210100353310805,-2.032433876061018,1.5143119970607886,-0.6123645719001114,-0.011921726399956959,0.7792401852307252,1.3641998780964424,-0.6769586136955273,1.5396351434975315,1.2545677286415062,2.084644204025141,0.6116481628986593,-1.733410053622869
Colorado State University,No,9478,6312,2194,29,65,15646,1829,8412,4180,470,1800,87.0,89,19.2,10,7850,59,1.5590569101158498,1.6064897941475094,1.5138204809069828,0.3111042691138407,1.7497966203819277,1.1580015465370608,-0.4094949970786363,-0.45421004609162635,0.8390302691130443,0.9355053891588669,0.5995469869916907,1.2669649230856095,2.3978952727983707,-0.1877445405044003,0.6659632833931209,Medium,1,0,1.5590569101158518,1.606489794147509,1.5138204809069828,0.31110426911384037,1.749796620381928,1.1580015465370608,-0.4094949970786369,-0.4542100460916275,0.8390302691130443,0.9355053891588674,0.5995469869916905,1.2669649230856095,-0.9946463443443484,-0.18774454050442002,-0.1956652640334113,-1.634926843008739,-0.5481144376137635
Columbia College MO,Yes,314,158,132,10,28,690,5346,8294,3700,400,900,87.0,87,15.3,2,5015,37,-1.6296726123469119,-2.1950298473614156,-1.4433316204251292,-1.2057358800707627,-1.1328151001127058,2.0023009787385138,-0.44309711461550283,-1.0363568533512697,-0.6000443152901559,0.9355053891588669,0.4247571133860204,0.3571006081953922,1.0986122886681098,-1.5662719576300659,0.5031847133757962,Medium,1,1,-1.6296726123469099,-2.195029847361416,-1.4433316204251292,-1.2057358800707632,-1.1328151001127056,2.0023009787385138,-0.44309711461550344,-1.0363568533512708,-0.6000443152901559,0.9355053891588674,0.42475711338602024,0.3571006081953921,-3.114421094876494,-1.5662719576300856,-0.1956652640334113,0.6116481628986593,-1.6555279037977377
Columbia College,Yes,737,614,242,21,67,968,237,10425,3975,500,1500,61.0,77,14.7,34,8693,76,-0.7555719147508538,-0.6817378927095203,-0.69420714873372,-0.19331757344218942,-0.7177104469465326,-0.22185193954595417,0.1214642751012511,-0.22765194755775608,0.45315926745983204,-0.8229044689180576,-0.355448756427444,0.2094217849547737,3.5553480614894135,0.08214238392355189,0.8331071913161465,Medium,1,1,-0.7555719147508518,-0.6817378927095209,-0.6942071487337201,-0.19331757344218975,-0.7177104469465324,-0.22185193954595414,0.1214642751012505,-0.22765194755775722,0.45315926745983204,-0.8229044689180574,-0.35544875642744417,0.20942178495477362,0.8937330359510758,0.08214238392353214,-0.1956652640334113,0.6116481628986593,0.5889972497838625
Columbia University,Yes,6756,1930,871,78,96,3376,55,18624,6664,550,300,97.0,98,5.9,21,30639,99,1.276417907642074,0.4890203686473894,0.6779663387912329,2.1458313187522986,0.5750269211248196,-1.0501145359607778,1.7706670500595014,0.12484762634394744,-2.7318118801651847,1.7690253996954413,1.4673308297783425,-2.3445293747122538,3.091042453358316,2.434351237595238,0.28567199526346954,Very High,3,1,1.276417907642076,0.4890203686473889,0.6779663387912328,2.145831318752298,0.5750269211248198,-1.0501145359607778,1.7706670500595008,0.12484762634394629,-2.7318118801651847,1.7690253996954417,1.4673308297783423,-2.3445293747122538,0.13622037961038522,2.4343512375952185,2.084644204025141,0.6116481628986593,-3.135308154221565
Concordia College at St. Paul,Yes,281,266,139,13,29,1049,181,10500,3750,450,950,69.0,75,12.8,18,6955,45,-1.7474742206405713,-1.59743600010314,-1.3767323436647367,-0.8695730486725779,-0.6235791189774403,-0.383867899151156,0.13989170773774687,-0.6123645719001103,-0.49048667531464907,-0.3450470097695861,-0.4933866401232928,-0.2746123833399246,2.9444389791664403,-0.527926372509438,0.9466192170818505,Medium,1,1,-1.7474742206405693,-1.5974360001031405,-1.3767323436647367,-0.8695730486725782,-0.6235791189774401,-0.383867899151156,0.13989170773774628,-0.6123645719001114,-0.49048667531464907,-0.3450470097695858,-0.493386640123293,-0.2746123833399247,-0.10296257493300559,-0.5279263725094577,-0.1956652640334113,0.6116481628986593,1.3612410770480035
Concordia Lutheran College,Yes,232,216,106,16,34,534,172,6900,3800,450,1825,67.0,76,12.1,9,6875,42,-1.9530145174195828,-1.8337283126331008,-1.7319891419993938,-0.5869798775002458,-1.4680198471514612,-0.414037509433409,-0.8661578855698692,-0.6123645719001103,0.8684400402366628,-0.46979766094537384,-0.4251505432433925,-0.4599386349092556,2.302585092994046,-0.5616172022797458,0.9310344827586207,Low,0,1,-1.9530145174195808,-1.8337283126331012,-1.7319891419993938,-0.5869798775002462,-1.468019847151461,-0.414037509433409,-0.8661578855698697,-0.6123645719001114,0.8684400402366628,-0.46979766094537356,-0.4251505432433927,-0.4599386349092557,-1.150144503779669,-0.5616172022797655,-1.3358199980626877,0.6116481628986593,1.2552151753914929
Concordia University CA,Yes,688,497,144,30,75,641,101,10800,4440,570,1515,55.0,60,13.1,13,8415,55,-0.8240629818291421,-0.9081765932080178,-1.3314855992051267,0.366554546031348,-1.2272527572728464,-0.720004697520748,0.2127509677749527,0.25805750631682056,0.4740814139613099,-1.1441971717488406,-1.3492864616702307,-0.1964055612111245,2.6390573296152584,-0.002245089617748429,0.7223837209302325,Medium,1,1,-0.8240629818291401,-0.9081765932080184,-1.3314855992051267,0.3665545460313477,-1.2272527572728462,-0.720004697520748,0.21275096777495212,0.2580575063168194,0.4740814139613099,-1.1441971717488406,-1.349286461670231,-0.1964055612111246,-0.6011914580179177,-0.0022450896177681726,-0.1956652640334113,0.6116481628986593,-0.16427550666640842
Concordia University,Yes,528,403,186,22,56,1168,145,9216,4191,400,1000,56.0,64,12.1,13,7309,75,-1.0907907298876758,-1.1360353811149755,-1.0109877796459912,-0.12317328725215088,-0.5002505309085026,-0.5139436732567101,-0.18838263449141657,-1.0363568533512697,-0.38613481378454106,-1.0928632564596537,-1.150695149954312,-0.4599386349092556,2.6390573296152584,-0.38571791131461286,0.7632575757575758,Medium,1,1,-1.0907907298876738,-1.136035381114976,-1.0109877796459912,-0.12317328725215122,-0.5002505309085024,-0.5139436732567101,-0.18838263449141715,-1.0363568533512708,-0.38613481378454106,-1.0928632564596537,-1.1506951499543123,-0.4599386349092557,-0.6011914580179177,-0.3857179113146326,-0.1956652640334113,0.6116481628986593,0.11379707528237795
Connecticut College,Yes,3035,1546,438,42,93,1630,232,18740,6300,600,500,,95,10.7,40,14773,91,0.5800004230979527,0.26942404580840235,-0.025139728816297988,0.943910070394721,-0.13554292185107428,-0.2348260266478019,1.790160067631423,0.45042013800044384,-1.762612679540301,,1.1630362638027993,-0.843693194575304,3.713572066704308,1.2689106313340657,0.5093904448105436,Very High,3,1,0.5800004230979547,0.26942404580840185,-0.0251397288162981,0.9439100703947206,-0.13554292185107403,-0.23482602664780186,1.7901600676314224,0.45042013800044267,-1.762612679540301,,1.1630362638027991,-0.8436931945753041,1.1518748382214379,1.268910631334046,2.084644204025141,0.6116481628986593,-1.6133091365630268
Converse College,Yes,440,407,149,35,70,643,80,12050,3700,500,900,63.0,76,10.2,31,10965,75,-1.2775246577808432,-1.1252267439390629,-1.2880145986037392,0.6248724770112384,-1.223228183765998,-0.8489646661147808,0.5028217043543773,-0.22765194755775608,-0.6000443152901559,-0.7087308284652433,-0.4251505432433925,-0.9854526954259036,3.4657359027997265,0.6437766145473253,0.925,High,2,1,-1.2775246577808412,-1.1252267439390633,-1.2880145986037392,0.624872477011238,-1.2232281837659977,-0.8489646661147808,0.5028217043543768,-0.22765194755775722,-0.6000443152901559,-0.708730828465243,-0.4251505432433927,-0.9854526954259037,0.7475311741155375,0.6437766145473055,0.944489469995865,0.6116481628986593,1.214161445360321
Cornell College,Yes,1538,1329,383,33,68,1140,10,15248,4323,550,800,71.0,76,12.2,31,10340,64,-0.04425203947645811,0.11777098933419199,-0.17120498574191145,0.5250606904040055,-0.5278483158445736,-1.8765172044354497,1.1645908042127584,0.12484762634394744,-0.8371648052856208,-0.2167793357746881,-0.4251505432433925,-0.43321149887569577,3.4657359027997265,0.508396613904863,0.864109232769831,High,2,1,-0.04425203947645613,0.11777098933419147,-0.17120498574191156,0.5250606904040052,-0.5278483158445734,-1.8765172044354497,1.1645908042127577,0.12484762634394629,-0.8371648052856208,-0.21677933577468783,-0.4251505432433927,-0.4332114988756959,0.7475311741155375,0.5083966139048433,0.944489469995865,0.6116481628986593,0.7999100141689406
Creighton University,Yes,2967,2836,876,30,60,3450,644,10628,4372,650,2055,85.0,90,6.5,32,22906,85,0.5596833482132353,0.8620786599845427,0.6835167287348404,0.366554546031348,0.5945116647803492,0.4182547196691989,0.17114300351952338,0.7531273885960039,1.1227928327397274,0.7792401852307248,0.6893591395655732,-2.1358413374226224,3.4965075614664802,2.023762150344317,0.9558476575665655,Medium,1,1,0.5596833482132373,0.8620786599845421,0.6835167287348403,0.3665545460313477,0.5945116647803494,0.4182547196691989,0.1711430035195228,0.7531273885960028,1.1227928327397274,0.7792401852307252,0.6893591395655729,-2.1358413374226224,0.7977350064372871,2.0237621503442975,-0.1956652640334113,0.6116481628986593,1.424023906898168
Culver-Stockton College,Yes,1576,1110,274,24,55,992,112,8000,3700,400,500,51.0,52,14.1,28,5807,51,-0.021298463442125947,-0.06486496428385385,-0.5490933864699017,0.010298439642217803,-0.6888482653083041,-0.6618485406945768,-0.5282029952925652,-1.0363568533512697,-1.762612679540301,-1.340651655712002,-1.6864853693831985,0.05936520810249958,3.367295829986474,-1.0779769349682256,0.7043147208121827,Medium,1,1,-0.021298463442123966,-0.06486496428385437,-0.5490933864699018,0.010298439642217456,-0.6888482653083039,-0.6618485406945768,-0.5282029952925658,-1.0363568533512708,-1.762612679540301,-1.340651655712002,-1.6864853693831987,0.05936520810249949,0.5869266073361439,-1.0779769349682453,-0.1956652640334113,0.6116481628986593,-0.2872023394127489
Cumberland College,Yes,995,789,398,26,47,1306,122,6230,3526,400,600,42.0,44,13.0,4,8189,63,-0.46073898570672095,-0.4173941753967748,-0.12908013444054334,0.13574516478977774,-0.3750927743374925,-0.6132845499607426,-1.0896713237622164,-1.0363568533512697,-1.4075190656635672,-1.7305240109865998,-1.9494447486946813,-0.22239589054393438,1.6094379124341003,-0.07407702870468039,0.792964824120603,Low,0,1,-0.46073898570671895,-0.4173941753967753,-0.12908013444054345,0.1357451647897774,-0.3750927743374923,-0.6132845499607426,-1.089671323762217,-1.0363568533512708,-1.4075190656635672,-1.7305240109865998,-1.9494447486946815,-0.22239589054393447,-2.281011227734403,-0.07407702870470013,-1.3358199980626877,0.6116481628986593,0.3159011168462442
D'Youville College,Yes,866,619,157,18,47,1074,336,8920,4310,680,1320,68.0,68,14.6,42,6898,46,-0.5963346877993781,-0.6731166101322942,-1.2218451513415591,-0.41984530755093824,-0.5963003978746233,-0.005518322603246554,-0.26825958369086,0.9251326744003437,0.1857657174897119,-0.4078622247453497,-0.9310069536327459,0.1845811392448979,3.7612001156935624,-0.5518694847900756,0.7147806004618937,Medium,1,1,-0.5963346877993762,-0.6731166101322947,-1.2218451513415591,-0.4198453075509386,-0.5963003978746231,-0.005518322603246536,-0.2682595836908606,0.9251326744003426,0.18576571748971188,-0.40786222474534944,-0.9310069536327461,0.18458113924489783,1.2295798008028669,-0.5518694847900953,-0.1956652640334113,0.6116481628986593,-0.2160009763689696
Dana College,Yes,504,482,185,10,36,550,84,9130,3322,450,1450,46.0,51,12.6,25,8686,54,-1.1382014544186245,-0.9412776765488516,-1.0176102589321652,-1.2057358800707627,-1.4284499917096947,-0.8222176119351928,-0.21141469977953306,-0.6123645719001103,0.3819940241763437,-1.5661845895855535,-1.7232707493920232,-0.3271490414883973,3.258096538021482,0.08006868509799982,0.9563492063492064,Medium,1,1,-1.1382014544186225,-0.9412776765488522,-1.0176102589321652,-1.2057358800707632,-1.4284499917096944,-0.8222176119351928,-0.21141469977953364,-0.6123645719001114,0.3819940241763437,-1.5661845895855535,-1.7232707493920234,-0.3271490414883974,0.40876841954279797,0.08006868509798007,-0.1956652640334113,0.6116481628986593,1.4274360383340539
Daniel Webster College,Yes,585,508,153,12,30,460,536,12292,4934,500,500,61.0,61,22.2,10,8643,72,-0.9868770399695979,-0.8845743119459325,-1.254431307554636,-0.9745442422277558,-1.6718838338944488,0.29590309297130973,0.5566712769979563,-0.22765194755775608,-1.762612679540301,-0.8229044689180576,-1.3015718974335833,1.9182321033036422,2.3978952727983707,0.06727355590777556,0.8683760683760684,High,2,1,-0.9868770399695959,-0.8845743119459331,-1.254431307554636,-0.9745442422277562,-1.6718838338944486,0.29590309297130973,0.5566712769979557,-0.22765194755775722,-1.762612679540301,-0.8229044689180574,-1.3015718974335835,1.9182321033036422,-0.9946463443443484,0.06727355590775581,0.944489469995865,0.6116481628986593,0.828938105568427
Dartmouth College,Yes,8587,2273,1087,87,99,3918,32,19545,6070,550,1100,,99,4.7,49,29619,98,1.4773530622122137,0.6487937593431942,0.8892775752065769,2.3784193097674016,0.7069935466593318,-1.3279607426982682,1.9233040493577491,0.12484762634394744,-0.19115565812382365,,1.57217559769898,-2.788740333283145,3.912023005428146,2.3898077257008996,0.2647024572027483,Very High,3,1,1.4773530622122157,0.6487937593431936,0.8892775752065768,2.378419309767401,0.706993546659332,-1.3279607426982682,1.9233040493577485,0.12484762634394629,-0.19115565812382368,,1.5721755976989797,-2.788740333283145,1.4756467141440575,2.38980772570088,2.084644204025141,0.6116481628986593,-3.2779678963831316
Davidson College,Yes,2373,956,452,77,96,1601,6,17295,5070,600,1011,95.0,97,12.0,46,17581,94,0.35758261116254303,-0.2180899312946576,0.008678500944264554,2.1187767008930978,-0.15452122079952316,-2.0981301041449005,1.5414343453707342,0.45042013800044384,-0.3638259860722738,1.5953726226723983,1.3641998780964426,-0.48675232205230085,3.8501476017100584,1.5899468392502083,0.4028655710071639,Very High,3,1,0.357582611162545,-0.2180899312946581,0.008678500944264445,2.1187767008930973,-0.1545212207995229,-2.0981301041449005,1.5414343453707335,0.45042013800044267,-0.3638259860722738,1.5953726226723988,1.3641998780964424,-0.48675232205230096,1.3746972519540446,1.5899468392501885,2.084644204025141,0.6116481628986593,-2.3380180446266356
Defiance College,Yes,571,461,174,10,26,645,283,10850,3670,400,1159,58.0,60,12.8,19,7505,56,-1.0113601460028416,-0.9895178914946638,-1.0933006037118205,-1.2057358800707627,-1.219218819355747,-0.11284819414155137,0.22476476634370474,-1.0363568533512697,-0.08367332405160438,-0.98753569322173,-1.3492864616702307,-0.2746123833399246,2.995732273553991,-0.31145861172747563,0.8073555166374781,Medium,1,1,-1.0113601460028396,-0.9895178914946644,-1.0933006037118205,-1.2057358800707632,-1.2192188193557467,-0.11284819414155135,0.22476476634370415,-1.0363568533512708,-0.0836733240516044,-0.9875356932217297,-1.349286461670231,-0.2746123833399247,-0.019277779824936125,-0.3114586117274954,-0.1956652640334113,0.6116481628986593,0.41380372576585983
