University / College,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Outstate_Tier_Encoded_scaled,Private_Encoded_scaled
Fontbonne College,Yes,291,245,126,16,49,981,337,8390,4100,350,1500,45.0,55,21.5,24,4607,62,-1.7101084603203405,-1.6904642263742868,-1.5049785800313094,-0.5849046607537621,-0.7007979582614879,-0.00028299503473837014,9.03491498187007,-1.5119094043589478,0.4565508868862346,-1.5993528275106768,-1.5654940694465738,3.1135153092103742,3.2188758248682006,-1.868510571332382,0.8419243986254296,Medium,2,1,-1.7101084603203398,-1.6904642263742857,-1.50497858003131,-0.5849046607537622,-0.7007979582614874,-0.0002829950347380958,-0.3478613789028899,-1.5119094043589478,0.4565508868862356,-1.5993528275106765,-1.5654940694465738,1.5797921207460635,0.34549454598816776,-1.8685105713324222,-0.19371671978391944,0.6125530498969481
Fordham University,Yes,4200,2874,942,30,55,4740,1646,14235,6965,600,1735,86.0,97,14.4,14,10864,80,0.8681210193534835,0.8746796566217401,0.7551063211662011,0.3687770077049723,0.872239304664806,1.0816436938410687,9.563529246630083,0.4496014388117547,0.7634831066588156,0.857930531369472,1.3645882269351624,2.7343675094195836,2.70805020110221,0.6249074219775388,0.6842857142857143,High,3,1,0.8681210193534843,0.8746796566217412,0.7551063211662005,0.36877700770497224,0.8722393046648066,1.081643693841069,0.9582212538598747,0.4496014388117548,0.7634831066588167,0.8579305313694722,1.3645882269351624,0.2038039977019915,-0.488944521318963,0.6249074219774986,0.9465703353077874,0.6125530498969481
Fort Lewis College,No,3440,2823,1123,16,35,3793,486,6198,3320,500,2500,89.0,97,19.1,6,4362,46,0.6921779864161495,0.8575591078997461,0.9213992760163758,-0.5849046607537621,0.6812234447459482,0.23463867832854768,8.73214326770192,-0.2291946039516519,1.5485627320659785,1.0965862993596573,1.3645882269351624,3.0007198150650303,1.9459101490553132,-2.0701164426365795,0.8206395348837209,Low,1,0,0.6921779864161502,0.8575591078997472,0.9213992760163752,-0.5849046607537622,0.6812234447459488,0.23463867832854796,-1.0959397111180875,-0.22919460395165178,1.5485627320659798,1.0965862993596576,1.3645882269351624,1.1704391972620793,-1.7339083692537995,-2.07011644263662,-1.3340037748756264,-1.6325116659989423
Francis Marion University,No,1801,1655,819,13,38,3224,436,5840,3138,400,2430,76.0,76,19.1,8,5039,43,0.10388999088653365,0.3370761995671029,0.6194734098697167,-0.8676768730139961,0.5359296888729641,0.16408930983399242,8.67265729404031,-1.0385747644227592,1.4867608569454278,0.12029538781672189,-0.4230962065588109,3.0007198150650303,2.1972245773362196,-1.5505043844885629,0.9189339255968906,Low,1,0,0.10388999088653439,0.337076199567104,0.619473409869716,-0.8676768730139962,0.5359296888729647,0.1640893098339927,-1.2429156863647735,-1.0385747644227592,1.486760856945429,0.12029538781672215,-0.42309620655881086,1.1704391972620793,-1.3233835886260938,-1.550504384488603,-1.3340037748756264,-1.6325116659989423
Franciscan University of Steubenville,Yes,553,452,228,22,49,1301,242,9650,4400,600,1000,57.0,69,14.9,8,6336,83,-1.0435462405115874,-1.0110570163081178,-0.764778615540465,-0.12094221917214974,-0.3775625995999147,-0.2055624924000638,9.174816815907135,0.4496014388117547,-0.38127720177114266,-1.0355430273689914,-0.8700943318940553,2.766319109226186,2.1972245773362196,-0.8047488519335877,0.8173598553345389,Medium,2,1,-1.0435462405115867,-1.0110570163081167,-0.7647786155404657,-0.12094221917214981,-0.3775625995999142,-0.20556249240006352,-0.0021965569170041286,0.4496014388117548,-0.3812772017711419,-1.0355430273689912,-0.8700943318940553,0.3197614735739381,-1.3233835886260938,-0.8047488519336279,-0.19371671978391944,0.6125530498969481
Franklin College,Yes,804,632,281,29,72,840,68,10390,4040,525,1345,54.0,78,12.5,37,11751,60,-0.6691344177312009,-0.6511950387556509,-0.5195564018753435,0.3133361961439693,-0.8871538761426645,-0.9331033091060889,9.248695325852646,-0.0491042890162079,0.22869245578463554,-1.1885726165552493,-0.28237352323745246,2.6026896854443837,3.6375861597263857,0.8002943200091462,0.7860696517412935,Medium,2,1,-0.6691344177312001,-0.6511950387556498,-0.5195564018753441,0.31333619614396924,-0.8871538761426639,-0.9331033091060886,0.18034002071021674,-0.04910428901620779,0.22869245578463648,-1.188572616555249,-0.2823735232374524,-0.2740759265864785,1.0294623131395182,0.800294320009106,-0.19371671978391944,0.6125530498969481
Franklin Pierce College,Yes,5187,4471,446,3,14,1818,1197,13320,4630,500,800,50.0,56,17.6,16,6418,51,1.0514043034910134,1.2905847113447315,-0.004658217502408389,-2.4887995845903816,-0.019455506725603946,0.8505387244489486,9.497097016351463,-0.2291946039516519,-0.8317407990918487,-1.3800915076388869,-1.5240531582747878,2.9231615807191558,2.833213344056216,-0.7655636679883743,0.861962598804704,High,3,1,1.051404303491014,1.2905847113447326,-0.004658217502409084,-2.4887995845903816,-0.01945550672560338,0.8505387244489488,0.7940826976255031,-0.22919460395165178,-0.8317407990918481,-1.3800915076388867,-1.5240531582747878,0.8889679362839633,-0.28448920152158647,-0.7655636679884145,0.9465703353077874,0.6125530498969481
Freed-Hardeman University,Yes,895,548,314,20,54,1174,50,5500,3340,600,1600,68.0,76,16.1,13,6078,62,-0.5637268661016092,-0.8032793934990899,-0.39244292726749413,-0.2637884142137955,-0.49286147223878307,-1.0960209047484508,8.612685172875459,0.4496014388117547,0.5922469197789686,-0.40564068452481505,-0.4230962065588109,2.8390784635086144,2.6390573296152584,-0.9333182452525298,0.6122905027932961,Low,1,1,-0.5637268661016084,-0.8032793934990888,-0.39244292726749486,-0.26378841421379556,-0.4928614722387825,-1.0960209047484506,-1.3910928187751455,0.4496014388117548,0.5922469197789696,-0.4056406845248148,-0.42309620655881086,0.5838168297918036,-0.601645107695158,-0.93331824525257,-1.3340037748756264,0.6125530498969481
Fresno Pacific College,Yes,346,274,146,51,87,704,63,9900,3670,630,1818,59.0,59,10.5,14,8095,54,-1.5273022559073226,-1.5642007556644464,-1.31476876033242,1.3022664532279355,-1.1071234222155613,-0.9740319705249556,9.200391041122515,0.6339700077405097,0.8627345908343734,-0.9290540070742583,-1.392393977623881,2.4423470353692043,2.70805020110221,-0.1031931424001553,0.791907514450867,Medium,2,1,-1.527302255907322,-1.5642007556644453,-1.3147687603324207,1.3022664532279355,-1.1071234222155606,-0.9740319705249554,0.06099139245726217,0.6339700077405098,0.8627345908343745,-0.9290540070742581,-1.392393977623881,-0.8559850982672834,-0.488944521318963,-0.1031931424001955,-0.19371671978391944,0.6125530498969481
Furman University,Yes,2161,1951,685,56,82,2371,175,13440,4048,600,1250,92.0,95,13.5,28,12940,82,0.2723610620551538,0.4995064058348677,0.4419968842653029,1.4803479884652577,0.24667805738813298,-0.4001047041054975,9.506065016071148,0.4496014388117547,0.07669669114387034,1.3432519828466059,1.1635803366973685,2.6741486494265287,3.367295829986474,1.005717244695228,0.9028227672373901,High,3,1,0.27236106205515453,0.4995064058348688,0.4419968842653022,1.4803479884652577,0.24667805738813353,-0.4001047041054972,0.8162405345688922,0.4496014388117548,0.07669669114387123,1.343251982846606,1.1635803366973685,-0.01473989515303434,0.5879401964775927,1.0057172446951879,0.9465703353077874,0.6125530498969481
Gannon University,Yes,2464,1908,678,24,57,2693,691,10970,4280,500,1380,47.0,51,13.3,18,7711,65,0.39229357267610127,0.477613907418571,0.4316450364297553,0.012544204192919739,0.36890423831542646,0.4686066011038409,9.30301070681749,-0.2291946039516519,0.2821942160312559,-1.5143344939886456,-1.7193887069886764,2.6602595372658615,2.9444389791664403,-0.2350448654266664,0.7743506493506493,Medium,2,1,0.392293572676102,0.4776139074185721,0.4316450364297546,0.012544204192919675,0.368904238315427,0.46860660110384117,0.3145406666240819,-0.22919460395165178,0.28219421603125683,-1.5143344939886454,-1.7193887069886764,-0.06514570888385508,-0.10280094841912382,-0.2350448654267066,-0.19371671978391944,0.6125530498969481
Gardner Webb University,Yes,1110,930,332,18,36,1603,374,8180,4270,500,500,65.0,58,15.2,12,5664,29,-0.3545507039165952,-0.24670415504880186,-0.3294428945975749,-0.41769469988544683,-0.15108792646219787,0.06569588827966892,9.009569671513699,-0.2291946039516519,-1.7565250579131293,-0.5881471660438078,-1.4375163915219222,2.785011242238338,2.5649493574615367,-1.1582375455587726,0.8378378378378378,Medium,2,1,-0.3545507039165945,-0.24670415504880075,-0.32944289459757564,-0.4176946998854469,-0.15108792646219732,0.0656958882796692,-0.4104837330186411,-0.22919460395165178,-1.7565250579131289,-0.5881471660438076,-1.4375163915219222,0.38759821964835395,-0.7227012651918747,-1.1582375455588128,-0.19371671978391944,0.6125530498969481
Geneva College,Yes,668,534,237,19,39,1306,258,9476,4820,500,1100,67.0,67,20.1,26,6786,74,-0.8532556531005216,-0.8310385323806211,-0.7187610041971391,-0.3392340437249904,-0.3733069128542516,-0.16639687095249697,9.156623089470195,-0.2291946039516519,-0.18659120673062196,-0.467368644783125,-0.9851988400469104,3.0492730404820207,3.295836866004329,-0.5987858574876506,0.7994011976047904,Medium,2,1,-0.8532556531005209,-0.83103853238062,-0.7187610041971397,-0.33923404372499044,-0.37330691285425105,-0.1663968709524967,-0.047149014140823814,-0.22919460395165178,-0.1865912067306211,-0.46736864478312473,-0.9851988400469104,1.346646632848214,0.47121122188858366,-0.5987858574876908,-0.19371671978391944,0.6125530498969481
George Fox College,Yes,809,726,294,27,52,1271,43,12500,4130,400,1050,53.0,53,13.5,22,7136,52,-0.6630173945723599,-0.5047581189613077,-0.4675224893215216,0.19803987368047105,-0.4035224424155571,-1.1741414143251225,9.433563920090563,-1.0385747644227592,-0.2817874146954495,-1.2377941478806587,-1.644788026270866,2.6741486494265287,3.1354942159291497,-0.45261885457647466,0.8974042027194067,High,3,1,-0.6630173945723591,-0.5047581189613066,-0.4675224893215223,0.198039873680471,-0.40352244241555657,-1.1741414143251223,0.6371072257856016,-1.0385747644227592,-0.28178741469544866,-1.2377941478806584,-1.644788026270866,-0.01473989515303434,0.20928980457225407,-0.45261885457651485,0.9465703353077874,0.6125530498969481
George Mason University,No,5653,4326,1727,17,29,9528,3822,10800,4840,580,1050,93.0,96,19.3,7,6751,46,1.1253053607527022,1.2599927705752663,1.3101716860634158,-0.4994689411839057,1.4137004420427648,1.7290982563907469,9.287394001418473,0.322174426381495,-0.2817874146954495,1.4272534139170343,1.2632379969775114,3.0106208860477417,2.0794415416798357,-0.6140424091913025,0.7652573854590483,Medium,2,0,1.1253053607527028,1.2599927705752674,1.3101716860634152,-0.4994689411839058,1.4137004420427655,1.729098256390747,0.2759554277034322,0.3221744263814951,-0.28178741469544866,1.4272534139170345,1.2632379969775114,1.206371770483247,-1.515783424979524,-0.6140424091913427,-0.19371671978391944,-1.6325116659989423
George Washington University,Yes,7875,5062,1492,38,71,5471,1470,17450,6328,700,950,92.0,93,7.6,15,14745,72,1.4057847910470767,1.4051599960267773,1.1809140728187917,0.7690207208177242,0.9903206737845082,0.9987618010283333,9.767152232578871,1.0360807080301793,-0.4854840926797661,1.3432519828466059,0.9692990979140862,2.151762203259462,2.772588722239781,1.267433378304888,0.6427936507936508,Very High,4,1,1.4057847910470773,1.4051599960267784,1.180914072818791,0.7690207208177241,0.9903206737845087,0.9987618010283336,1.4613261893646858,1.0360807080301793,-0.48548409267976533,1.343251982846606,0.9692990979140862,-1.9105640195755147,-0.3835201634208818,1.2674333783048477,2.0868573903994942,0.6125530498969481
Georgetown College,Yes,727,693,286,30,55,1063,48,8100,3950,550,550,73.0,76,13.3,28,7508,55,-0.7688527199590248,-0.5537305818373754,-0.49922096329722465,0.3687770077049723,-0.6068427004438893,-1.1172801877673058,8.999742789830492,0.12366360001576755,-1.5715860927236946,-0.08361890949528811,-0.4230962065588109,2.6602595372658615,3.367295829986474,-0.30891746774800577,0.953232462173315,Medium,2,1,-0.768852719959024,-0.5537305818373743,-0.4992209632972254,0.36877700770497224,-0.6068427004438888,-1.1172801877673055,-0.4347636670958605,0.12366360001576766,-1.5715860927236942,-0.08361890949528784,-0.42309620655881086,-0.06514570888385508,0.5879401964775927,-0.30891746774804596,-0.19371671978391944,0.6125530498969481
Georgetown University,Yes,11115,2881,1390,71,93,5881,406,18300,7131,670,1700,91.0,92,7.2,27,19635,95,1.6902600086630688,0.877004156732185,1.1172859880194637,1.9518471386888567,1.048426757481755,0.11817369230171147,9.814710982145282,0.8682441954437233,0.720306207993199,1.2601402574199327,0.8746535950171559,2.1041341542702074,3.332204510175204,1.7805025396805656,0.25919928025191186,Very High,4,1,1.6902600086630695,0.8770041567321861,1.117285988019463,1.9518471386888567,1.0484267574817556,0.11817369230171175,1.5788327740059525,0.8682441954437234,0.7203062079932,1.260140257419933,0.8746535950171559,-2.083413841647902,0.5306181538634841,1.7805025396805254,2.0868573903994942,0.6125530498969481
Georgia Institute of Technology,No,7837,4527,2276,89,99,8528,654,6489,4438,795,1164,92.0,92,19.3,33,11271,70,1.4017407152552879,1.3021165813149544,1.5463402223139764,2.42816800768983,1.3331425782794761,0.43148156950958727,8.778017809698136,1.5291092798376344,-0.07042289923273956,1.3432519828466059,0.8746535950171559,3.0106208860477417,3.5263605246161616,0.708025815165428,0.5776445068265919,Low,1,0,1.4017407152552885,1.3021165813149556,1.5463402223139757,2.42816800768983,1.3331425782794768,0.43148156950958755,-0.9825944108084077,1.5291092798376344,-0.0704228992327387,1.343251982846606,0.8746535950171559,1.206371770483247,0.8477740600370556,0.7080258151653878,-1.3340037748756264,-1.6325116659989423
Georgia State University,No,3793,2341,1238,9,24,7732,9054,6744,2655,720,3450,87.0,89,19.0,10,7762,34,0.7785995634614411,0.6772603432400177,1.0117293775029423,-1.3330274833513371,1.2603055537139527,2.4501898039842005,8.816556768641856,1.14452306768254,2.2586464050740664,0.9365923019404909,0.6005650532112241,2.995732273553991,2.3978952727983707,-0.21695551051769307,0.617189559715265,Low,1,0,0.7785995634614419,0.6772603432400188,1.0117293775029417,-1.3330274833513371,1.2603055537139534,2.450189803984201,-0.8873736263598426,1.14452306768254,2.2586464050740678,0.9365923019404911,0.6005650532112241,1.1523386098759298,-0.9955858819980911,-0.2169555105177333,-1.3340037748756264,-1.6325116659989423
Georgian Court College,Yes,348,281,127,12,52,1095,785,9150,3950,500,800,56.0,59,12.2,27,7348,76,-1.5212554318138107,-1.5358631945216155,-1.4946627369472683,-0.9727316677869278,-0.5725458726418118,0.5554281226120912,9.121618441915379,-0.2291946039516519,-0.8317407990918487,-1.0874469007365766,-1.392393977623881,2.580216829592325,3.332204510175204,-0.3693485130385374,0.8074712643678161,Medium,2,1,-1.52125543181381,-1.5358631945216143,-1.494662736947269,-0.9727316677869279,-0.5725458726418112,0.5554281226120914,-0.13363733896513144,-0.22919460395165178,-0.8317407990918481,-1.0874469007365763,-1.392393977623881,-0.35563352169945744,0.5306181538634841,-0.3693485130385776,-0.19371671978391944,0.6125530498969481
Gettysburg College,Yes,3596,2466,575,42,78,1944,46,19964,4328,500,500,94.0,95,12.1,32,14720,83,0.7314906758512116,0.7275904206043515,0.2633301416186937,0.9459121453121655,0.04916275851849311,-1.1393532694354782,9.901736019497323,-0.2291946039516519,-1.7565250579131293,1.5121444579363266,1.1635803366973685,2.5726122302071057,3.4965075614664802,1.264149813136968,0.685761957730812,Very High,4,1,0.7314906758512124,0.7275904206043526,0.263330141618693,0.9459121453121654,0.04916275851849368,-1.139353269435478,1.793851356511728,-0.22919460395165178,-1.7565250579131289,1.5121444579363268,1.1635803366973685,-0.3832318314887902,0.7990089285165864,1.2641498131369278,2.0868573903994942,0.6125530498969481
Goldey Beacom College,Yes,633,468,284,10,27,823,963,6120,2985,531,1830,,25,27.6,4,6081,36,-0.9071947257815044,-0.9733231768150091,-0.5073055598220004,-1.204141438433242,-0.9121840671987417,0.6968480623799264,8.71948076085107,-0.006996591935424735,0.8767356419746942,,-2.314801516396056,3.353406717825807,1.6094379124341003,-0.9317750563217706,0.7393364928909952,Low,1,1,-0.9071947257815036,-0.973323176815008,-0.5073055598220011,-1.204141438433242,-0.9121840671987411,0.6968480623799266,-1.1272258140246045,-0.006996591935424625,0.8767356419746953,,-2.314801516396056,2.450396484683521,-2.2835393318336408,-0.9317750563218108,-1.3340037748756264,0.6125530498969481
Gonzaga University,Yes,1886,1524,526,31,67,2523,296,13000,4450,600,2400,78.0,90,14.7,32,9553,69,0.14673579591875788,0.25497352128252126,0.17056176327416073,0.42285937607467217,0.306743457954411,-0.08150079528244612,9.472781556562168,0.4496014388117547,1.4597682930680167,0.26069516187598757,0.6902976719925955,2.7536607123542622,3.4965075614664802,0.3208893975381492,0.8080593849416755,High,3,1,0.1467357959187586,0.2549735212825224,0.17056176327416003,0.4228593760746721,0.30674345795441155,-0.08150079528244585,0.7340048642116497,0.4496014388117548,1.4597682930680178,0.26069516187598785,0.6902976719925955,0.27382212284539276,0.7990089285165864,0.320889397538109,0.9465703353077874,0.6125530498969481
Gordon College,Yes,674,565,282,25,54,1151,39,12200,4070,400,1200,73.0,82,14.2,32,9226,66,-0.844314004189727,-0.7705738776426698,-0.51545609349872,0.07620224590010687,-0.5153701039938592,-1.224097127110629,9.409273194575334,-1.0385747644227592,-0.007652219826546156,-0.08361890949528811,0.01703484187169807,2.7212954278522306,3.4965075614664802,0.23483457106998767,0.8382789317507419,High,3,1,-0.8443140041897262,-0.7705738776426687,-0.5154560934987207,0.0762022459001068,-0.5153701039938586,-1.2240971271106287,0.5770905049976162,-1.0385747644227592,-0.00765221982654528,-0.08361890949528784,0.017034841871698108,0.15636331892166838,0.7990089285165864,0.23483457106994746,0.9465703353077874,0.6125530498969481
Goshen College,Yes,440,396,221,26,51,910,166,9420,3730,600,1230,51.0,56,9.9,46,10270,72,-1.2773003039173507,-1.1553649344311454,-0.8020431444384415,0.13799295441079093,-0.7902341963389979,-0.431205973875573,9.150696519048667,0.4496014388117547,0.043338678855853185,-1.333553757882045,-1.5240531582747878,2.388762789235098,3.8501476017100584,0.4945861329599206,0.9,Medium,2,1,-1.27730030391735,-1.1553649344311443,-0.8020431444384422,0.13799295441079087,-0.7902341963389974,-0.43120597387557275,-0.06179218821959498,0.4496014388117548,0.043338678855854074,-1.3335537578820449,-1.5240531582747878,-1.0504509142458662,1.3766836801623437,0.4945861329598804,-0.19371671978391944,0.6125530498969481
Goucher College,Yes,1151,813,248,40,64,850,80,15588,6174,500,1200,78.0,90,9.2,34,16623,77,-0.31963130284860597,-0.3862663102441888,-0.6651807658071833,0.8591123720558882,-0.8727169131899646,-0.844973801065171,9.654320816312682,-0.2291946039516519,-0.007652219826546156,0.26069516187598757,0.6902976719925955,2.322387720290225,3.5553480614894135,1.491924130472862,0.7063423110338836,High,3,1,-0.31963130284860525,-0.38626631024418767,-0.665180765807184,0.8591123720558881,-0.872716913189964,-0.8449738010651707,1.1825460598080235,-0.22919460395165178,-0.00765221982654528,0.26069516187598785,0.6902976719925955,-1.2913366759060207,0.8951255085680089,1.491924130472822,0.9465703353077874,0.6125530498969481
Grace College and Seminary,Yes,548,428,167,18,46,618,113,8958,3670,300,1000,53.0,59,15.3,26,9798,64,-1.052760428116805,-1.0704224129058473,-1.1449724819271094,-0.41769469988544683,-1.2749278840901759,-0.6529279200826901,9.100413892597578,-2.048308048513365,-0.38127720177114266,-1.2377941478806587,-1.392393977623881,2.791165107812717,3.295836866004329,0.38244317514841336,0.781021897810219,Medium,2,1,-1.0527604281168044,-1.0704224129058462,-1.14497248192711,-0.4176946998854469,-1.2749278840901752,-0.6529279200826898,-0.1860288377305209,-2.048308048513365,-0.3812772017711419,-1.2377941478806584,-1.392393977623881,0.4099315839612346,0.47121122188858366,0.38244317514837317,-0.19371671978391944,0.6125530498969481
Graceland College,Yes,555,414,242,14,41,996,2281,9100,3100,550,880,51.0,61,23.6,24,5609,47,-1.0398855625898908,-1.106719504496415,-0.6940582870642226,-0.7684736752694478,-0.6829109540471304,1.326024651624655,9.116139576577355,0.12366360001576755,-0.6402474519149871,-1.333553757882045,-1.2983753500580535,3.202746442938317,3.2188758248682006,-1.1900316309135361,0.745945945945946,Medium,2,1,-1.0398855625898902,-1.106719504496414,-0.6940582870642232,-0.7684736752694479,-0.6829109540471299,1.3260246516246552,-0.1471743381387863,0.12366360001576766,-0.6402474519149863,-1.3335537578820449,-1.2983753500580535,1.903626204138228,0.34549454598816776,-1.1900316309135763,-0.19371671978391944,0.6125530498969481
Grand Valley State University,No,5165,3887,1561,20,60,8234,2619,6108,3800,500,1000,64.0,66,20.6,9,5063,57,1.0477411832702803,1.160219479450861,1.221175651709143,-0.2637884142137955,1.307243722051495,1.431922428877039,8.717518372649767,-0.2291946039516519,-0.38127720177114266,-0.6471974674674179,-1.0407110988557453,3.0726933146901194,2.302585092994046,-1.5340737192800529,0.7525653436592449,Low,1,0,1.047741183270281,1.160219479450862,1.2211756517091423,-0.26378841421379556,1.3072437220514956,1.4319224288770391,-1.132074417854136,-0.22919460395165178,-0.3812772017711419,-0.6471974674674177,-1.0407110988557453,1.431642560996976,-1.1512760702749985,-1.534073719280093,-1.3340037748756264,-1.6325116659989423
Green Mountain College,Yes,780,628,198,7,20,545,42,11750,2700,400,850,77.0,83,14.0,24,6475,76,-0.6990756244101024,-0.6579340256457986,-0.9348022212105668,-1.6267810138219474,-1.4414249072737315,-1.1862246672296413,9.371693622333941,-1.0385747644227592,-0.7100928488101287,0.19004965911557348,0.09569733284866454,2.70805020110221,3.2188758248682006,-0.7387771668507083,0.8051282051282052,Medium,2,1,-0.6990756244101016,-0.6579340256457975,-0.9348022212105674,-1.6267810138219474,-1.4414249072737308,-1.186224667229641,0.48424014146567484,-1.0385747644227592,-0.7100928488101279,0.19004965911557375,0.09569733284866458,0.10829426852730946,0.34549454598816776,-0.7387771668507485,-0.19371671978391944,0.6125530498969481
Greensboro College,Yes,608,494,176,10,31,649,314,8330,3770,550,1300,64.0,80,13.0,31,7949,39,-0.9477196186556397,-0.9148542999364531,-1.0795968542171843,-1.204141438433242,-1.2113290489984943,-0.044669902510998914,9.027738775974909,0.12366360001576755,0.15797762173098692,-0.6471974674674179,-0.1356944211524122,2.6390573296152584,3.4657359027997265,-0.1521656662385522,0.8125,Medium,2,1,-0.9477196186556389,-0.914854299936452,-1.079596854217185,-1.204141438433242,-1.2113290489984936,-0.04466990251099864,-0.3655921109576814,0.12366360001576766,0.15797762173098784,-0.6471974674674177,-0.13569442115241218,-0.14209191805516477,0.7487430981377603,-0.15216566623859243,-0.19371671978391944,0.6125530498969481
Greenville College,Yes,510,387,194,20,46,771,53,10310,4530,400,800,57.0,61,14.3,16,8222,60,-1.1258803468589633,-1.1805820678618553,-0.9597044877467185,-0.2637884142137955,-0.9928406465373613,-1.065526666446129,9.240966565517944,-1.0385747644227592,-0.8317407990918487,-1.0355430273689914,-1.2983753500580535,2.72785282839839,2.833213344056216,-0.0616886383800057,0.7588235294117647,Medium,2,1,-1.1258803468589627,-1.1805820678618542,-0.9597044877467191,-0.26378841421379556,-0.9928406465373607,-1.0655266664461287,0.1612440554310299,-1.0385747644227592,-0.8317407990918481,-1.0355430273689912,-1.2983753500580535,0.1801611763127349,-0.28448920152158647,-0.0616886383800459,-0.19371671978391944,0.6125530498969481
Grinnell College,Yes,2039,1389,432,56,91,1333,30,15688,4618,400,400,88.0,92,9.5,54,18979,83,0.2188792019308704,0.16206258993921271,-0.03904524443172918,1.4803479884652577,-0.35066438954151585,-1.3559697713457746,9.660715108832955,-1.0385747644227592,-2.1844360205206956,1.0161442572654407,0.8746535950171559,2.3513752571634776,4.007333185232471,1.7237140634499133,0.6812162824914174,High,3,1,0.21887920193087113,0.16206258993921382,-0.039045244431729874,1.4803479884652577,-0.3506643895415153,-1.3559697713457743,1.1983448661707785,-1.0385747644227592,-2.184436020520695,1.0161442572654409,0.8746535950171559,-1.1861362594037852,1.6334479958237178,1.723714063449873,0.9465703353077874,0.6125530498969481
Grove City College,Yes,2491,1110,573,57,88,2213,35,5224,3048,525,350,65.0,65,18.4,18,4957,100,0.4022032787065838,-0.0650174024304888,0.25972486931570765,1.51453184767177,0.17905060242717555,-1.2789032854925582,8.561210076833012,-0.0491042890162079,-2.437138885763575,-0.5881471660438078,-1.094880026424442,2.9652730660692823,2.9444389791664403,-1.6075655894900829,0.4456041750301084,Low,1,1,0.4022032787065845,-0.06501740243048769,0.25972486931570693,1.51453184767177,0.1790506024271761,-1.278903285492558,-1.5182757826918636,-0.04910428901620779,-2.4371388857635745,-0.5881471660438076,-1.094880026424442,1.0417972648927325,-0.10280094841912382,-1.607565589490123,-1.3340037748756264,0.6125530498969481
Guilford College,Yes,1202,1054,326,18,44,1410,299,13404,5160,450,1050,78.0,86,15.6,30,9114,65,-0.27801207478851236,-0.1179466186158276,-0.34999588767462286,-0.41769469988544683,-0.2890440563340104,-0.07522454097749387,9.50338305067006,-0.6142542984789047,-0.2817874146954495,0.26069516187598757,0.3410143789166372,2.8094026953624978,3.4339872044851463,0.20427024854485581,0.8768718801996672,High,3,1,-0.27801207478851164,-0.11794661861582649,-0.3499958876746236,-0.4176946998854469,-0.28904405633400987,-0.07522454097749359,0.8096140232059766,-0.6142542984789046,-0.28178741469544866,0.26069516187598785,0.3410143789166373,0.4761187117127919,0.696881263144984,0.2042702485448156,0.9465703353077874,0.6125530498969481
Gustavus Adolphus College,Yes,1709,1385,634,36,72,2281,50,14125,3600,400,700,79.0,89,12.5,58,9907,80,0.054999656855277246,0.1591642333388219,0.3636193184819639,0.675328745331237,0.20885524428698746,-1.0960209047484508,9.555772349968867,-1.0385747644227592,-1.09776212520345,0.33223178550107846,0.6005650532112241,2.6026896854443837,4.07753744390572,0.4090709791338607,0.8104154476301931,High,3,1,0.054999656855277974,0.159164233338823,0.36361931848196316,0.6753287453312369,0.208855244286988,-1.0960209047484506,0.9390557702762107,-1.0385747644227592,-1.0977621252034493,0.33223178550107874,0.6005650532112241,-0.2740759265864785,1.7481273960002646,0.4090709791338205,0.9465703353077874,0.6125530498969481
Gwynedd Mercy College,Yes,380,237,104,30,56,716,1108,11000,5550,500,500,36.0,41,7.8,22,7483,96,-1.42927958105783,-1.728122042366441,-1.7592629458791422,0.3687770077049723,-1.0857037011407664,0.7955700857193758,9.305741456739435,-0.2291946039516519,-1.7565250579131293,-1.937568687430363,-2.0259049331637793,2.174751721484161,3.1354942159291497,-0.31822830099276955,0.6236842105263158,Medium,2,1,-1.4292795810578294,-1.7281220423664398,-1.759262945879143,0.36877700770497224,-1.0857037011407658,0.795570085719376,0.3212877131667805,-0.22919460395165178,-1.7565250579131289,-1.9375686874303628,-2.0259049331637793,-1.8271313739182116,0.20928980457225407,-0.31822830099280974,-0.19371671978391944,0.6125530498969481
